,,city,0
FeelsLikeC,75%,Sevilla,26.0
FeelsLikeC,75%,Valencia,28.0
FeelsLikeC,75%,Vigo,17.0
FeelsLikeC,75%,Zaragoza,21.0
FeelsLikeC,max,Barcelona,36.0
FeelsLikeC,max,Bilbao,28.0
FeelsLikeC,max,Lisboa,32.0
FeelsLikeC,max,Madrid,35.0
FeelsLikeC,max,Malaga,32.0
FeelsLikeC,max,Oporto,37.0
FeelsLikeC,max,Sevilla,37.0
FeelsLikeC,max,Valencia,31.0
FeelsLikeC,max,Vigo,29.0
FeelsLikeC,max,Zaragoza,33.0
FeelsLikeC,std,Barcelona,7.2016317033652255
FeelsLikeC,std,Bilbao,5.828929168908138
FeelsLikeC,std,Lisboa,5.066883850527356
FeelsLikeC,std,Madrid,9.145542856956657
FeelsLikeC,std,Malaga,6.543840078965626
FeelsLikeC,std,Oporto,5.9482398432678325
FeelsLikeC,std,Sevilla,7.999982402625476
FeelsLikeC,std,Valencia,1.4619971522185058
FeelsLikeC,std,Vigo,5.233982935085532
FeelsLikeC,std,Zaragoza,8.736774225476124
HeatIndexC,count,Barcelona,3946.0
HeatIndexC,count,Bilbao,3946.0
HeatIndexC,count,Lisboa,3946.0
HeatIndexC,count,Madrid,3946.0
HeatIndexC,count,Malaga,3946.0
HeatIndexC,count,Oporto,3946.0
HeatIndexC,count,Sevilla,3946.0
HeatIndexC,count,Valencia,3946.0
HeatIndexC,count,Vigo,3946.0
HeatIndexC,count,Zaragoza,3946.0
HeatIndexC,mean,Barcelona,17.52179422199696
HeatIndexC,mean,Bilbao,13.814749113025849
HeatIndexC,mean,Lisboa,17.01317790167258
HeatIndexC,mean,Madrid,15.656614292954892
HeatIndexC,mean,Malaga,18.604662949822604
HeatIndexC,mean,Oporto,20.641915864166243
HeatIndexC,mean,Sevilla,19.206031424227067
HeatIndexC,mean,Valencia,26.823872275722252
HeatIndexC,mean,Vigo,13.915864166244297
HeatIndexC,mean,Zaragoza,14.986061834769387
HeatIndexC,min,Barcelona,1.0
HeatIndexC,min,Bilbao,0.0
HeatIndexC,min,Lisboa,5.0
HeatIndexC,min,Madrid,-2.0
HeatIndexC,min,Malaga,4.0
HeatIndexC,min,Oporto,4.0
HeatIndexC,min,Sevilla,2.0
HeatIndexC,min,Valencia,21.0
HeatIndexC,min,Vigo,2.0
HeatIndexC,min,Zaragoza,-4.0
HeatIndexC,25%,Barcelona,12.0
HeatIndexC,25%,Bilbao,10.0
HeatIndexC,25%,Lisboa,13.0
HeatIndexC,25%,Madrid,9.0
HeatIndexC,25%,Malaga,13.0
HeatIndexC,25%,Oporto,17.0
HeatIndexC,25%,Sevilla,13.0
HeatIndexC,25%,Valencia,26.0
HeatIndexC,25%,Vigo,10.0
HeatIndexC,25%,Zaragoza,9.0
HeatIndexC,50%,Barcelona,16.0
HeatIndexC,50%,Bilbao,13.0
HeatIndexC,50%,Lisboa,17.0
HeatIndexC,50%,Madrid,15.0
HeatIndexC,50%,Malaga,17.0
HeatIndexC,50%,Oporto,21.0
HeatIndexC,50%,Sevilla,18.0
HeatIndexC,50%,Valencia,27.0
HeatIndexC,50%,Vigo,13.5
HeatIndexC,50%,Zaragoza,14.0
HeatIndexC,75%,Barcelona,23.0
HeatIndexC,75%,Bilbao,18.0
HeatIndexC,75%,Lisboa,21.0
HeatIndexC,75%,Madrid,23.0
HeatIndexC,75%,Malaga,24.0
HeatIndexC,75%,Oporto,25.0
HeatIndexC,75%,Sevilla,26.0
HeatIndexC,75%,Valencia,28.0
HeatIndexC,75%,Vigo,18.0
HeatIndexC,75%,Zaragoza,21.0
HeatIndexC,max,Barcelona,36.0
HeatIndexC,max,Bilbao,28.0
HeatIndexC,max,Lisboa,32.0
HeatIndexC,max,Madrid,35.0
HeatIndexC,max,Malaga,32.0
HeatIndexC,max,Oporto,37.0
HeatIndexC,max,Sevilla,37.0
HeatIndexC,max,Valencia,31.0
HeatIndexC,max,Vigo,29.0
HeatIndexC,max,Zaragoza,33.0
HeatIndexC,std,Barcelona,6.696775337665932
HeatIndexC,std,Bilbao,4.948392259847496
HeatIndexC,std,Lisboa,4.597109213151879
HeatIndexC,std,Madrid,8.254962978792236
HeatIndexC,std,Malaga,6.0503019062134715
HeatIndexC,std,Oporto,5.606239216589774
HeatIndexC,std,Sevilla,7.551991259113023
HeatIndexC,std,Valencia,1.375744179916689
HeatIndexC,std,Vigo,4.5798386327413425
HeatIndexC,std,Zaragoza,7.54222979405898
WindChillC,count,Barcelona,3946.0
WindChillC,count,Bilbao,3946.0
WindChillC,count,Lisboa,3946.0
WindChillC,count,Madrid,3946.0
WindChillC,count,Malaga,3946.0
WindChillC,count,Oporto,3946.0
WindChillC,count,Sevilla,3946.0
WindChillC,count,Valencia,3946.0
WindChillC,count,Vigo,3946.0
WindChillC,count,Zaragoza,3946.0
WindChillC,mean,Barcelona,16.386720729853014
WindChillC,mean,Bilbao,12.500506842372022
WindChillC,mean,Lisboa,16.133046122655855
WindChillC,mean,Madrid,14.837303598580842
WindChillC,mean,Malaga,17.570704510897112
WindChillC,mean,Oporto,19.55271160669032
WindChillC,mean,Sevilla,18.705524581855045
WindChillC,mean,Valencia,24.60973137354283
WindChillC,mean,Vigo,12.823112012164216
WindChillC,mean,Zaragoza,13.611758743030917
WindChillC,min,Barcelona,-4.0
WindChillC,min,Bilbao,-5.0
WindChillC,min,Lisboa,2.0
WindChillC,min,Madrid,-8.0
WindChillC,min,Malaga,0.0
WindChillC,min,Oporto,1.0
WindChillC,min,Sevilla,-1.0
WindChillC,min,Valencia,21.0
WindChillC,min,Vigo,-2.0
WindChillC,min,Zaragoza,-13.0
WindChillC,25%,Barcelona,11.0
WindChillC,25%,Bilbao,8.0
WindChillC,25%,Lisboa,12.0
WindChillC,25%,Madrid,7.0
WindChillC,25%,Malaga,12.0
WindChillC,25%,Oporto,16.0
WindChillC,25%,Sevilla,12.0
WindChillC,25%,Valencia,24.0
WindChillC,25%,Vigo,9.0
WindChillC,25%,Zaragoza,7.0
WindChillC,50%,Barcelona,16.0
WindChillC,50%,Bilbao,13.0
WindChillC,50%,Lisboa,16.0
WindChillC,50%,Madrid,14.0
WindChillC,50%,Malaga,17.0
WindChillC,50%,Oporto,20.0
WindChillC,50%,Sevilla,18.0
WindChillC,50%,Valencia,25.0
WindChillC,50%,Vigo,13.0
WindChillC,50%,Zaragoza,13.0
WindChillC,75%,Barcelona,22.0
WindChillC,75%,Bilbao,17.0
WindChillC,75%,Lisboa,20.0
WindChillC,75%,Madrid,23.0
WindChillC,75%,Malaga,23.0
WindChillC,75%,Oporto,23.0
WindChillC,75%,Sevilla,26.0
WindChillC,75%,Valencia,25.0
WindChillC,75%,Vigo,17.0
WindChillC,75%,Zaragoza,21.0
WindChillC,max,Barcelona,32.0
WindChillC,max,Bilbao,26.0
WindChillC,max,Lisboa,32.0
WindChillC,max,Madrid,35.0
WindChillC,max,Malaga,31.0
WindChillC,max,Oporto,33.0
WindChillC,max,Sevilla,37.0
WindChillC,max,Valencia,29.0
WindChillC,max,Vigo,27.0
WindChillC,max,Zaragoza,33.0
WindChillC,std,Barcelona,6.660323931389362
WindChillC,std,Bilbao,5.7903923525115415
WindChillC,std,Lisboa,4.951453827179285
WindChillC,std,Madrid,9.279924348910003
WindChillC,std,Malaga,6.066525439688083
WindChillC,std,Oporto,5.191138397993746
WindChillC,std,Sevilla,7.963570725379925
WindChillC,std,Valencia,1.1874914518009672
WindChillC,std,Vigo,5.209928422339776
WindChillC,std,Zaragoza,8.645023395241015
WindGustKmph,count,Barcelona,3946.0
WindGustKmph,count,Bilbao,3946.0
WindGustKmph,count,Lisboa,3946.0
WindGustKmph,count,Madrid,3946.0
WindGustKmph,count,Malaga,3946.0
WindGustKmph,count,Oporto,3946.0
WindGustKmph,count,Sevilla,3946.0
WindGustKmph,count,Valencia,3946.0
WindGustKmph,count,Vigo,3946.0
WindGustKmph,count,Zaragoza,3946.0
WindGustKmph,mean,Barcelona,15.402686264571718
WindGustKmph,mean,Bilbao,21.80587937151546
WindGustKmph,mean,Lisboa,22.84135833755702
WindGustKmph,mean,Madrid,15.431576279776989
WindGustKmph,mean,Malaga,17.764064875823617
WindGustKmph,mean,Oporto,18.186264571718194
WindGustKmph,mean,Sevilla,14.60795742524075
WindGustKmph,mean,Valencia,8.899645210339584
WindGustKmph,mean,Vigo,19.911049163710086
WindGustKmph,mean,Zaragoza,22.055245818550432
WindGustKmph,min,Barcelona,4.0
WindGustKmph,min,Bilbao,4.0
WindGustKmph,min,Lisboa,4.0
WindGustKmph,min,Madrid,2.0
WindGustKmph,min,Malaga,3.0
WindGustKmph,min,Oporto,5.0
WindGustKmph,min,Sevilla,3.0
WindGustKmph,min,Valencia,3.0
WindGustKmph,min,Vigo,5.0
WindGustKmph,min,Zaragoza,3.0
WindGustKmph,25%,Barcelona,11.0
WindGustKmph,25%,Bilbao,13.0
WindGustKmph,25%,Lisboa,17.0
WindGustKmph,25%,Madrid,11.0
WindGustKmph,25%,Malaga,11.0
WindGustKmph,25%,Oporto,14.0
WindGustKmph,25%,Sevilla,11.0
WindGustKmph,25%,Valencia,7.0
WindGustKmph,25%,Vigo,14.0
WindGustKmph,25%,Zaragoza,13.0
WindGustKmph,50%,Barcelona,13.0
WindGustKmph,50%,Bilbao,19.0
WindGustKmph,50%,Lisboa,22.0
WindGustKmph,50%,Madrid,14.0
WindGustKmph,50%,Malaga,17.0
WindGustKmph,50%,Oporto,17.0
WindGustKmph,50%,Sevilla,13.0
WindGustKmph,50%,Valencia,9.0
WindGustKmph,50%,Vigo,18.0
WindGustKmph,50%,Zaragoza,19.0
WindGustKmph,75%,Barcelona,18.0
WindGustKmph,75%,Bilbao,28.0
WindGustKmph,75%,Lisboa,28.0
WindGustKmph,75%,Madrid,19.0
WindGustKmph,75%,Malaga,23.0
WindGustKmph,75%,Oporto,22.0
WindGustKmph,75%,Sevilla,17.0
WindGustKmph,75%,Valencia,10.0
WindGustKmph,75%,Vigo,25.0
WindGustKmph,75%,Zaragoza,28.0
WindGustKmph,max,Barcelona,59.0
WindGustKmph,max,Bilbao,87.0
WindGustKmph,max,Lisboa,71.0
WindGustKmph,max,Madrid,56.0
WindGustKmph,max,Malaga,58.0
WindGustKmph,max,Oporto,53.0
WindGustKmph,max,Sevilla,53.0
WindGustKmph,max,Valencia,19.0
WindGustKmph,max,Vigo,68.0
WindGustKmph,max,Zaragoza,76.0
WindGustKmph,std,Barcelona,6.91353683108193
WindGustKmph,std,Bilbao,11.022655590800456
WindGustKmph,std,Lisboa,8.459171911868962
WindGustKmph,std,Madrid,6.9762956530066615
WindGustKmph,std,Malaga,7.876604500264358
WindGustKmph,std,Oporto,6.431191725200174
WindGustKmph,std,Sevilla,5.866588391073486
WindGustKmph,std,Valencia,2.439652341960027
WindGustKmph,std,Vigo,8.532852760793398
WindGustKmph,std,Zaragoza,11.561791411223558
cloudcover,count,Barcelona,3946.0
cloudcover,count,Bilbao,3946.0
cloudcover,count,Lisboa,3946.0
cloudcover,count,Madrid,3946.0
cloudcover,count,Malaga,3946.0
cloudcover,count,Oporto,3946.0
cloudcover,count,Sevilla,3946.0
cloudcover,count,Valencia,3946.0
cloudcover,count,Vigo,3946.0
cloudcover,count,Zaragoza,3946.0
cloudcover,mean,Barcelona,23.46705524581855
cloudcover,mean,Bilbao,40.85200202736949
cloudcover,mean,Lisboa,27.0727318803852
cloudcover,mean,Madrid,21.863152559553978
cloudcover,mean,Malaga,17.680435884439937
cloudcover,mean,Oporto,35.80131779016726
cloudcover,mean,Sevilla,20.493917891535734
cloudcover,mean,Valencia,33.21236695387734
cloudcover,mean,Vigo,35.610491637100864
cloudcover,mean,Zaragoza,23.105930055752662
cloudcover,min,Barcelona,0.0
cloudcover,min,Bilbao,0.0
cloudcover,min,Lisboa,0.0
cloudcover,min,Madrid,0.0
cloudcover,min,Malaga,0.0
cloudcover,min,Oporto,0.0
cloudcover,min,Sevilla,0.0
cloudcover,min,Valencia,0.0
cloudcover,min,Vigo,0.0
cloudcover,min,Zaragoza,0.0
cloudcover,25%,Barcelona,8.0
cloudcover,25%,Bilbao,18.0
cloudcover,25%,Lisboa,6.0
cloudcover,25%,Madrid,5.0
cloudcover,25%,Malaga,3.0
cloudcover,25%,Oporto,13.0
cloudcover,25%,Sevilla,3.0
cloudcover,25%,Valencia,21.0
cloudcover,25%,Vigo,8.0
cloudcover,25%,Zaragoza,7.0
cloudcover,50%,Barcelona,17.0
cloudcover,50%,Bilbao,38.0
cloudcover,50%,Lisboa,19.5
cloudcover,50%,Madrid,13.0
cloudcover,50%,Malaga,10.0
cloudcover,50%,Oporto,31.0
cloudcover,50%,Sevilla,11.0
cloudcover,50%,Valencia,30.0
cloudcover,50%,Vigo,29.0
cloudcover,50%,Zaragoza,17.0
cloudcover,75%,Barcelona,34.0
cloudcover,75%,Bilbao,61.0
cloudcover,75%,Lisboa,44.0
cloudcover,75%,Madrid,33.0
cloudcover,75%,Malaga,26.0
cloudcover,75%,Oporto,55.0
cloudcover,75%,Sevilla,32.0
cloudcover,75%,Valencia,42.0
cloudcover,75%,Vigo,59.0
cloudcover,75%,Zaragoza,34.0
cloudcover,max,Barcelona,100.0
cloudcover,max,Bilbao,100.0
cloudcover,max,Lisboa,100.0
cloudcover,max,Madrid,100.0
cloudcover,max,Malaga,100.0
cloudcover,max,Oporto,100.0
cloudcover,max,Sevilla,100.0
cloudcover,max,Valencia,99.0
cloudcover,max,Vigo,100.0
cloudcover,max,Zaragoza,100.0
cloudcover,std,Barcelona,20.456799931012657
cloudcover,std,Bilbao,27.184799530655408
cloudcover,std,Lisboa,24.60733517620511
cloudcover,std,Madrid,22.55761867528707
cloudcover,std,Malaga,19.44722819123582
cloudcover,std,Oporto,26.49452789544297
cloudcover,std,Sevilla,22.836967529403083
cloudcover,std,Valencia,16.651121037652626
cloudcover,std,Vigo,29.69366336471111
cloudcover,std,Zaragoza,20.415753014832944
humidity,count,Barcelona,3946.0
humidity,count,Bilbao,3946.0
humidity,count,Lisboa,3946.0
humidity,count,Madrid,3946.0
humidity,count,Malaga,3946.0
humidity,count,Oporto,3946.0
humidity,count,Sevilla,3946.0
humidity,count,Valencia,3946.0
humidity,count,Vigo,3946.0
humidity,count,Zaragoza,3946.0
humidity,mean,Barcelona,70.39660415610746
humidity,mean,Bilbao,77.01545869234668
humidity,mean,Lisboa,72.25139381652306
humidity,mean,Madrid,56.700963000506846
humidity,mean,Malaga,68.27166751140395
humidity,mean,Oporto,78.21312721743537
humidity,mean,Sevilla,58.64647744551444
humidity,mean,Valencia,80.48454130765332
humidity,mean,Vigo,79.5339584389255
humidity,mean,Zaragoza,61.7227572225038
humidity,min,Barcelona,28.0
humidity,min,Bilbao,42.0
humidity,min,Lisboa,26.0
humidity,min,Madrid,14.0
humidity,min,Malaga,28.0
humidity,min,Oporto,46.0
humidity,min,Sevilla,17.0
humidity,min,Valencia,48.0
humidity,min,Vigo,40.0
humidity,min,Zaragoza,25.0
humidity,25%,Barcelona,65.0
humidity,25%,Bilbao,73.0
humidity,25%,Lisboa,66.0
humidity,25%,Madrid,40.25
humidity,25%,Malaga,62.0
humidity,25%,Oporto,73.0
humidity,25%,Sevilla,44.0
humidity,25%,Valencia,75.0
humidity,25%,Vigo,73.0
humidity,25%,Zaragoza,53.0
humidity,50%,Barcelona,71.0
humidity,50%,Bilbao,78.0
humidity,50%,Lisboa,73.0
humidity,50%,Madrid,57.0
humidity,50%,Malaga,69.0
humidity,50%,Oporto,79.0
humidity,50%,Sevilla,59.0
humidity,50%,Valencia,81.0
humidity,50%,Vigo,80.0
humidity,50%,Zaragoza,62.0
humidity,75%,Barcelona,77.0
humidity,75%,Bilbao,82.0
humidity,75%,Lisboa,79.0
humidity,75%,Madrid,73.0
humidity,75%,Malaga,76.0
humidity,75%,Oporto,84.0
humidity,75%,Sevilla,73.0
humidity,75%,Valencia,86.0
humidity,75%,Vigo,87.0
humidity,75%,Zaragoza,71.0
humidity,max,Barcelona,97.0
humidity,max,Bilbao,96.0
humidity,max,Lisboa,96.0
humidity,max,Madrid,99.0
humidity,max,Malaga,95.0
humidity,max,Oporto,99.0
humidity,max,Sevilla,97.0
humidity,max,Valencia,99.0
humidity,max,Vigo,99.0
humidity,max,Zaragoza,94.0
humidity,std,Barcelona,10.007276370411057
humidity,std,Bilbao,7.699325222186713
humidity,std,Lisboa,10.436464995657245
humidity,std,Madrid,19.01195098986993
humidity,std,Malaga,10.425652923999758
humidity,std,Oporto,8.888918208799181
humidity,std,Sevilla,18.223091773173643
humidity,std,Valencia,7.816909249855292
humidity,std,Vigo,9.794335674135256
humidity,std,Zaragoza,12.286676002863663
precipMM,count,Barcelona,3946.0
precipMM,count,Bilbao,3946.0
precipMM,count,Lisboa,3946.0
precipMM,count,Madrid,3946.0
precipMM,count,Malaga,3946.0
precipMM,count,Oporto,3946.0
precipMM,count,Sevilla,3946.0
precipMM,count,Valencia,3946.0
precipMM,count,Vigo,3946.0
precipMM,count,Zaragoza,3946.0
precipMM,mean,Barcelona,0.8754434870755196
precipMM,mean,Bilbao,1.4477698935631018
precipMM,mean,Lisboa,0.8689812468322352
precipMM,mean,Madrid,0.5234414597060314
precipMM,mean,Malaga,0.5729853015712113
precipMM,mean,Oporto,1.8071464774455144
precipMM,mean,Sevilla,0.666751140395337
precipMM,mean,Valencia,2.34477952356817
precipMM,mean,Vigo,2.304967055245819
precipMM,mean,Zaragoza,0.5718955904713634
precipMM,min,Barcelona,0.0
precipMM,min,Bilbao,0.0
precipMM,min,Lisboa,0.0
precipMM,min,Madrid,0.0
precipMM,min,Malaga,0.0
precipMM,min,Oporto,0.0
precipMM,min,Sevilla,0.0
precipMM,min,Valencia,0.0
precipMM,min,Vigo,0.0
precipMM,min,Zaragoza,0.0
precipMM,25%,Barcelona,0.0
precipMM,25%,Bilbao,0.0
precipMM,25%,Lisboa,0.0
precipMM,25%,Madrid,0.0
precipMM,25%,Malaga,0.0
precipMM,25%,Oporto,0.0
precipMM,25%,Sevilla,0.0
precipMM,25%,Valencia,0.0
precipMM,25%,Vigo,0.0
precipMM,25%,Zaragoza,0.0
precipMM,50%,Barcelona,0.0
precipMM,50%,Bilbao,0.3
precipMM,50%,Lisboa,0.0
precipMM,50%,Madrid,0.0
precipMM,50%,Malaga,0.0
precipMM,50%,Oporto,0.0
precipMM,50%,Sevilla,0.0
precipMM,50%,Valencia,0.9
precipMM,50%,Vigo,0.1
precipMM,50%,Zaragoza,0.0
precipMM,75%,Barcelona,0.5
precipMM,75%,Bilbao,1.5
precipMM,75%,Lisboa,0.4
precipMM,75%,Madrid,0.2
precipMM,75%,Malaga,0.1
precipMM,75%,Oporto,1.3
precipMM,75%,Sevilla,0.0
precipMM,75%,Valencia,3.5
precipMM,75%,Vigo,1.9
precipMM,75%,Zaragoza,0.2
precipMM,max,Barcelona,31.5
precipMM,max,Bilbao,58.8
precipMM,max,Lisboa,32.2
precipMM,max,Madrid,30.4
precipMM,max,Malaga,28.6
precipMM,max,Oporto,109.8
precipMM,max,Sevilla,36.5
precipMM,max,Valencia,47.1
precipMM,max,Vigo,77.5
precipMM,max,Zaragoza,40.3
precipMM,std,Barcelona,2.4292164667452165
precipMM,std,Bilbao,3.090390903738899
precipMM,std,Lisboa,2.348575778796238
precipMM,std,Madrid,1.6861368438735875
precipMM,std,Malaga,2.046509918724843
precipMM,std,Oporto,5.059967349101789
precipMM,std,Sevilla,2.500702955650765
precipMM,std,Valencia,3.6348990518872424
precipMM,std,Vigo,5.392237829281353
precipMM,std,Zaragoza,2.0264620265352673
pressure,count,Barcelona,3946.0
pressure,count,Bilbao,3946.0
pressure,count,Lisboa,3946.0
pressure,count,Madrid,3946.0
pressure,count,Malaga,3946.0
pressure,count,Oporto,3946.0
pressure,count,Sevilla,3946.0
pressure,count,Valencia,3946.0
pressure,count,Vigo,3946.0
pressure,count,Zaragoza,3946.0
pressure,mean,Barcelona,1016.5653826659909
pressure,mean,Bilbao,1018.0813482007096
pressure,mean,Lisboa,1018.0615813482007
pressure,mean,Madrid,1017.7934617334009
pressure,mean,Malaga,1017.384693360365
pressure,mean,Oporto,1015.5983274201724
pressure,mean,Sevilla,1017.3613786112519
pressure,mean,Valencia,1012.1079574252408
pressure,mean,Vigo,1018.1490116573746
pressure,mean,Zaragoza,1017.6089711099849
pressure,min,Barcelona,986.0
pressure,min,Bilbao,982.0
pressure,min,Lisboa,983.0
pressure,min,Madrid,987.0
pressure,min,Malaga,988.0
pressure,min,Oporto,1001.0
pressure,min,Sevilla,985.0
pressure,min,Valencia,1007.0
pressure,min,Vigo,982.0
pressure,min,Zaragoza,985.0
pressure,25%,Barcelona,1013.0
pressure,25%,Bilbao,1014.0
pressure,25%,Lisboa,1015.0
pressure,25%,Madrid,1014.0
pressure,25%,Malaga,1014.0
pressure,25%,Oporto,1012.0
pressure,25%,Sevilla,1014.0
pressure,25%,Valencia,1011.0
pressure,25%,Vigo,1015.0
pressure,25%,Zaragoza,1014.0
pressure,50%,Barcelona,1017.0
pressure,50%,Bilbao,1018.0
pressure,50%,Lisboa,1018.0
pressure,50%,Madrid,1017.0
pressure,50%,Malaga,1017.0
pressure,50%,Oporto,1015.0
pressure,50%,Sevilla,1017.0
pressure,50%,Valencia,1012.0
pressure,50%,Vigo,1019.0
pressure,50%,Zaragoza,1018.0
pressure,75%,Barcelona,1021.0
pressure,75%,Bilbao,1023.0
pressure,75%,Lisboa,1021.0
pressure,75%,Madrid,1022.0
pressure,75%,Malaga,1020.0
pressure,75%,Oporto,1019.0
pressure,75%,Sevilla,1020.0
pressure,75%,Valencia,1013.0
pressure,75%,Vigo,1022.0
pressure,75%,Zaragoza,1022.0
pressure,max,Barcelona,1040.0
pressure,max,Bilbao,1042.0
pressure,max,Lisboa,1040.0
pressure,max,Madrid,1043.0
pressure,max,Malaga,1040.0
pressure,max,Oporto,1035.0
pressure,max,Sevilla,1040.0
pressure,max,Valencia,1017.0
pressure,max,Vigo,1042.0
pressure,max,Zaragoza,1042.0
pressure,std,Barcelona,6.882346979210617
pressure,std,Bilbao,7.7845006584421155
pressure,std,Lisboa,6.414575365406183
pressure,std,Madrid,6.7370806996083
pressure,std,Malaga,5.629769584214574
pressure,std,Oporto,5.113821053730267
pressure,std,Sevilla,5.82257035171956
pressure,std,Valencia,1.4896355179664533
pressure,std,Vigo,7.370175591517525
pressure,std,Zaragoza,6.9195566504626855
tempC,count,Barcelona,3946.0
tempC,count,Bilbao,3946.0
tempC,count,Lisboa,3946.0
tempC,count,Madrid,3946.0
tempC,count,Malaga,3946.0
tempC,count,Oporto,3946.0
tempC,count,Sevilla,3946.0
tempC,count,Valencia,3946.0
tempC,count,Vigo,3946.0
tempC,count,Zaragoza,3946.0
tempC,mean,Barcelona,19.24404460212874
tempC,mean,Bilbao,16.316523061327928
tempC,mean,Lisboa,20.458945767866194
tempC,mean,Madrid,20.05701976685251
tempC,mean,Malaga,20.47389761784085
tempC,mean,Oporto,24.7181956411556
tempC,mean,Sevilla,25.05068423720223
tempC,mean,Valencia,28.35656360871769
tempC,mean,Vigo,17.36796756208819
tempC,mean,Zaragoza,20.00025342118601
tempC,min,Barcelona,4.0
tempC,min,Bilbao,1.0
tempC,min,Lisboa,8.0
tempC,min,Madrid,0.0
tempC,min,Malaga,6.0
tempC,min,Oporto,5.0
tempC,min,Sevilla,3.0
tempC,min,Valencia,21.0
tempC,min,Vigo,4.0
tempC,min,Zaragoza,0.0
tempC,25%,Barcelona,14.0
tempC,25%,Bilbao,12.0
tempC,25%,Lisboa,16.0
tempC,25%,Madrid,12.0
tempC,25%,Malaga,16.0
tempC,25%,Oporto,21.0
tempC,25%,Sevilla,18.0
tempC,25%,Valencia,27.0
tempC,25%,Vigo,13.0
tempC,25%,Zaragoza,13.0
tempC,50%,Barcelona,19.0
tempC,50%,Bilbao,16.0
tempC,50%,Lisboa,20.0
tempC,50%,Madrid,19.0
tempC,50%,Malaga,20.0
tempC,50%,Oporto,25.0
tempC,50%,Sevilla,24.0
tempC,50%,Valencia,28.0
tempC,50%,Vigo,17.0
tempC,50%,Zaragoza,19.0
tempC,75%,Barcelona,24.0
tempC,75%,Bilbao,20.0
tempC,75%,Lisboa,25.0
tempC,75%,Madrid,28.0
tempC,75%,Malaga,25.0
tempC,75%,Oporto,29.0
tempC,75%,Sevilla,33.0
tempC,75%,Valencia,29.0
tempC,75%,Vigo,22.0
tempC,75%,Zaragoza,27.0
tempC,max,Barcelona,34.0
tempC,max,Bilbao,33.0
tempC,max,Lisboa,40.0
tempC,max,Madrid,40.0
tempC,max,Malaga,35.0
tempC,max,Oporto,40.0
tempC,max,Sevilla,45.0
tempC,max,Valencia,35.0
tempC,max,Vigo,33.0
tempC,max,Zaragoza,41.0
tempC,std,Barcelona,5.914601061409584
tempC,std,Bilbao,5.409414473124942
tempC,std,Lisboa,5.275186412756124
tempC,std,Madrid,8.93446312425919
tempC,std,Malaga,5.619173483252597
tempC,std,Oporto,5.741597344304366
tempC,std,Sevilla,8.57783069932907
tempC,std,Valencia,1.8224981116393026
tempC,std,Vigo,5.39322466328411
tempC,std,Zaragoza,8.452791437092285
visibility,count,Barcelona,3946.0
visibility,count,Bilbao,3946.0
visibility,count,Lisboa,3946.0
visibility,count,Madrid,3946.0
visibility,count,Malaga,3946.0
visibility,count,Oporto,3946.0
visibility,count,Sevilla,3946.0
visibility,count,Valencia,3946.0
visibility,count,Vigo,3946.0
visibility,count,Zaragoza,3946.0
visibility,mean,Barcelona,9.87658388241257
visibility,mean,Bilbao,9.685757729346173
visibility,mean,Lisboa,9.737202230106437
visibility,mean,Madrid,9.668525088697415
visibility,mean,Malaga,9.931069437404966
visibility,mean,Oporto,8.96477445514445
visibility,mean,Sevilla,9.629244804865687
visibility,mean,Valencia,9.162696401419158
visibility,mean,Vigo,9.218702483527624
visibility,mean,Zaragoza,9.857577293461734
visibility,min,Barcelona,6.0
visibility,min,Bilbao,4.0
visibility,min,Lisboa,3.0
visibility,min,Madrid,2.0
visibility,min,Malaga,7.0
visibility,min,Oporto,3.0
visibility,min,Sevilla,3.0
visibility,min,Valencia,1.0
visibility,min,Vigo,1.0
visibility,min,Zaragoza,4.0
visibility,25%,Barcelona,10.0
visibility,25%,Bilbao,9.0
visibility,25%,Lisboa,10.0
visibility,25%,Madrid,10.0
visibility,25%,Malaga,10.0
visibility,25%,Oporto,8.0
visibility,25%,Sevilla,10.0
visibility,25%,Valencia,9.0
visibility,25%,Vigo,9.0
visibility,25%,Zaragoza,10.0
visibility,50%,Barcelona,10.0
visibility,50%,Bilbao,10.0
visibility,50%,Lisboa,10.0
visibility,50%,Madrid,10.0
visibility,50%,Malaga,10.0
visibility,50%,Oporto,10.0
visibility,50%,Sevilla,10.0
visibility,50%,Valencia,10.0
visibility,50%,Vigo,10.0
visibility,50%,Zaragoza,10.0
visibility,75%,Barcelona,10.0
visibility,75%,Bilbao,10.0
visibility,75%,Lisboa,10.0
visibility,75%,Madrid,10.0
visibility,75%,Malaga,10.0
visibility,75%,Oporto,10.0
visibility,75%,Sevilla,10.0
visibility,75%,Valencia,10.0
visibility,75%,Vigo,10.0
visibility,75%,Zaragoza,10.0
visibility,max,Barcelona,20.0
visibility,max,Bilbao,20.0
visibility,max,Lisboa,20.0
visibility,max,Madrid,20.0
visibility,max,Malaga,19.0
visibility,max,Oporto,20.0
visibility,max,Sevilla,20.0
visibility,max,Valencia,20.0
visibility,max,Vigo,20.0
visibility,max,Zaragoza,20.0
visibility,std,Barcelona,0.636629342976259
visibility,std,Bilbao,0.7957968775473633
visibility,std,Lisboa,0.8295063526000854
visibility,std,Madrid,1.0182654821538748
visibility,std,Malaga,0.532171791300571
visibility,std,Oporto,1.4201254562892607
